,files_combined,sig_id,pert_id,pert_iname,moa_v1
8826,graphs_combined/CPC006_SKMEL28_6H_BRD-K81418486-001-13-7_11.1/graph_2.csv,CPC006_SKMEL28_6H_BRD-K81418486-001-13-7_11.1,BRD-K81418486,vorinostat,hdac_inhibitor
8827,graphs_combined/CPC006_SKMEL28_6H_BRD-K81418486-001-13-7_11.1/graph_3.csv,CPC006_SKMEL28_6H_BRD-K81418486-001-13-7_11.1,BRD-K81418486,vorinostat,hdac_inhibitor
8828,graphs_combined/CPC006_SNGM_6H_BRD-A15079084-001-02-9_10/graph_1.csv,CPC006_SNGM_6H_BRD-A15079084-001-02-9_10,BRD-A15079084,phorbol-12-myristate-13-acetate,PKC activator
8829,graphs_combined/CPC006_SNGM_6H_BRD-A15079084-001-02-9_10/graph_10.csv,CPC006_SNGM_6H_BRD-A15079084-001-02-9_10,BRD-A15079084,phorbol-12-myristate-13-acetate,PKC activator
8830,graphs_combined/CPC006_SNGM_6H_BRD-A15079084-001-02-9_10/graph_100.csv,CPC006_SNGM_6H_BRD-A15079084-001-02-9_10,BRD-A15079084,phorbol-12-myristate-13-acetate,PKC activator
8831,graphs_combined/CPC006_SNGM_6H_BRD-A15079084-001-02-9_10/graph_11.csv,CPC006_SNGM_6H_BRD-A15079084-001-02-9_10,BRD-A15079084,phorbol-12-myristate-13-acetate,PKC activator
8832,graphs_combined/CPC006_SNGM_6H_BRD-A15079084-001-02-9_10/graph_12.csv,CPC006_SNGM_6H_BRD-A15079084-001-02-9_10,BRD-A15079084,phorbol-12-myristate-13-acetate,PKC activator
8833,graphs_combined/CPC006_SNGM_6H_BRD-A15079084-001-02-9_10/graph_13.csv,CPC006_SNGM_6H_BRD-A15079084-001-02-9_10,BRD-A15079084,phorbol-12-myristate-13-acetate,PKC activator
8834,graphs_combined/CPC006_SNGM_6H_BRD-A15079084-001-02-9_10/graph_14.csv,CPC006_SNGM_6H_BRD-A15079084-001-02-9_10,BRD-A15079084,phorbol-12-myristate-13-acetate,PKC activator
8835,graphs_combined/CPC006_SNGM_6H_BRD-A15079084-001-02-9_10/graph_15.csv,CPC006_SNGM_6H_BRD-A15079084-001-02-9_10,BRD-A15079084,phorbol-12-myristate-13-acetate,PKC activator
8836,graphs_combined/CPC006_SNGM_6H_BRD-A15079084-001-02-9_10/graph_16.csv,CPC006_SNGM_6H_BRD-A15079084-001-02-9_10,BRD-A15079084,phorbol-12-myristate-13-acetate,PKC activator
8837,graphs_combined/CPC006_SNGM_6H_BRD-A15079084-001-02-9_10/graph_17.csv,CPC006_SNGM_6H_BRD-A15079084-001-02-9_10,BRD-A15079084,phorbol-12-myristate-13-acetate,PKC activator
8838,graphs_combined/CPC006_SNGM_6H_BRD-A19633847-050-20-6_10/graph_1.csv,CPC006_SNGM_6H_BRD-A19633847-050-20-6_10,BRD-A19633847,perhexiline,carnitine palmitoyltransferase inhibitor
8839,graphs_combined/CPC006_SNGM_6H_BRD-A19633847-050-20-6_10/graph_2.csv,CPC006_SNGM_6H_BRD-A19633847-050-20-6_10,BRD-A19633847,perhexiline,carnitine palmitoyltransferase inhibitor
8840,graphs_combined/CPC006_SNGM_6H_BRD-A19633847-050-20-6_10/graph_3.csv,CPC006_SNGM_6H_BRD-A19633847-050-20-6_10,BRD-A19633847,perhexiline,carnitine palmitoyltransferase inhibitor
8841,graphs_combined/CPC006_SNGM_6H_BRD-A19633847-050-20-6_10/graph_4.csv,CPC006_SNGM_6H_BRD-A19633847-050-20-6_10,BRD-A19633847,perhexiline,carnitine palmitoyltransferase inhibitor
8842,graphs_combined/CPC006_SNGM_6H_BRD-A19633847-050-20-6_10/graph_5.csv,CPC006_SNGM_6H_BRD-A19633847-050-20-6_10,BRD-A19633847,perhexiline,carnitine palmitoyltransferase inhibitor
8843,graphs_combined/CPC006_SNGM_6H_BRD-A19633847-050-20-6_10/graph_6.csv,CPC006_SNGM_6H_BRD-A19633847-050-20-6_10,BRD-A19633847,perhexiline,carnitine palmitoyltransferase inhibitor
8844,graphs_combined/CPC006_SNGM_6H_BRD-A19633847-050-20-6_10/graph_7.csv,CPC006_SNGM_6H_BRD-A19633847-050-20-6_10,BRD-A19633847,perhexiline,carnitine palmitoyltransferase inhibitor
8845,graphs_combined/CPC006_SNGM_6H_BRD-A19633847-050-20-6_10/graph_8.csv,CPC006_SNGM_6H_BRD-A19633847-050-20-6_10,BRD-A19633847,perhexiline,carnitine palmitoyltransferase inhibitor
8846,graphs_combined/CPC006_SNGM_6H_BRD-K49371609-310-01-1_0.09/graph_1.csv,CPC006_SNGM_6H_BRD-K49371609-310-01-1_0.09,BRD-K49371609,PIK-75,pi3k_inhibitor
8847,graphs_combined/CPC006_SNGM_6H_BRD-K49371609-310-01-1_0.09/graph_10.csv,CPC006_SNGM_6H_BRD-K49371609-310-01-1_0.09,BRD-K49371609,PIK-75,pi3k_inhibitor
8848,graphs_combined/CPC006_SNGM_6H_BRD-K49371609-310-01-1_0.09/graph_100.csv,CPC006_SNGM_6H_BRD-K49371609-310-01-1_0.09,BRD-K49371609,PIK-75,pi3k_inhibitor
8849,graphs_combined/CPC006_SNGM_6H_BRD-K49371609-310-01-1_0.09/graph_11.csv,CPC006_SNGM_6H_BRD-K49371609-310-01-1_0.09,BRD-K49371609,PIK-75,pi3k_inhibitor
8850,graphs_combined/CPC006_SNGM_6H_BRD-K49371609-310-01-1_0.09/graph_12.csv,CPC006_SNGM_6H_BRD-K49371609-310-01-1_0.09,BRD-K49371609,PIK-75,pi3k_inhibitor
8851,graphs_combined/CPC006_SNGM_6H_BRD-K49371609-310-01-1_0.09/graph_13.csv,CPC006_SNGM_6H_BRD-K49371609-310-01-1_0.09,BRD-K49371609,PIK-75,pi3k_inhibitor
8852,graphs_combined/CPC006_SNGM_6H_BRD-K49371609-310-01-1_0.09/graph_14.csv,CPC006_SNGM_6H_BRD-K49371609-310-01-1_0.09,BRD-K49371609,PIK-75,pi3k_inhibitor
8853,graphs_combined/CPC006_SNGM_6H_BRD-K49371609-310-01-1_0.09/graph_15.csv,CPC006_SNGM_6H_BRD-K49371609-310-01-1_0.09,BRD-K49371609,PIK-75,pi3k_inhibitor
8854,graphs_combined/CPC006_SNGM_6H_BRD-K49371609-310-01-1_0.09/graph_16.csv,CPC006_SNGM_6H_BRD-K49371609-310-01-1_0.09,BRD-K49371609,PIK-75,pi3k_inhibitor
8855,graphs_combined/CPC006_SNGM_6H_BRD-K49371609-310-01-1_0.09/graph_17.csv,CPC006_SNGM_6H_BRD-K49371609-310-01-1_0.09,BRD-K49371609,PIK-75,pi3k_inhibitor
8856,graphs_combined/CPC006_SNGM_6H_BRD-K64890080-001-03-9_10/graph_1.csv,CPC006_SNGM_6H_BRD-K64890080-001-03-9_10,BRD-K64890080,BI-2536,plk_inhibitor
8857,graphs_combined/CPC006_SNGM_6H_BRD-K64890080-001-03-9_10/graph_10.csv,CPC006_SNGM_6H_BRD-K64890080-001-03-9_10,BRD-K64890080,BI-2536,plk_inhibitor
8858,graphs_combined/CPC006_SNGM_6H_BRD-K64890080-001-03-9_10/graph_100.csv,CPC006_SNGM_6H_BRD-K64890080-001-03-9_10,BRD-K64890080,BI-2536,plk_inhibitor
8859,graphs_combined/CPC006_SNGM_6H_BRD-K64890080-001-03-9_10/graph_11.csv,CPC006_SNGM_6H_BRD-K64890080-001-03-9_10,BRD-K64890080,BI-2536,plk_inhibitor
8860,graphs_combined/CPC006_SNGM_6H_BRD-K64890080-001-03-9_10/graph_12.csv,CPC006_SNGM_6H_BRD-K64890080-001-03-9_10,BRD-K64890080,BI-2536,plk_inhibitor
8861,graphs_combined/CPC006_SNGM_6H_BRD-K64890080-001-03-9_10/graph_13.csv,CPC006_SNGM_6H_BRD-K64890080-001-03-9_10,BRD-K64890080,BI-2536,plk_inhibitor
8862,graphs_combined/CPC006_SNGM_6H_BRD-K64890080-001-03-9_10/graph_14.csv,CPC006_SNGM_6H_BRD-K64890080-001-03-9_10,BRD-K64890080,BI-2536,plk_inhibitor
8863,graphs_combined/CPC006_SNGM_6H_BRD-K64890080-001-03-9_10/graph_15.csv,CPC006_SNGM_6H_BRD-K64890080-001-03-9_10,BRD-K64890080,BI-2536,plk_inhibitor
8864,graphs_combined/CPC006_SNGM_6H_BRD-K64890080-001-03-9_10/graph_16.csv,CPC006_SNGM_6H_BRD-K64890080-001-03-9_10,BRD-K64890080,BI-2536,plk_inhibitor
8865,graphs_combined/CPC006_SNGM_6H_BRD-K64890080-001-03-9_10/graph_17.csv,CPC006_SNGM_6H_BRD-K64890080-001-03-9_10,BRD-K64890080,BI-2536,plk_inhibitor
8866,graphs_combined/CPC006_SNGM_6H_BRD-K74402642-003-01-2_10/graph_1.csv,CPC006_SNGM_6H_BRD-K74402642-003-01-2_10,BRD-K74402642,NSC-632839,ubiquitin specific protease inhibitor
8867,graphs_combined/CPC006_SNGM_6H_BRD-K74402642-003-01-2_10/graph_10.csv,CPC006_SNGM_6H_BRD-K74402642-003-01-2_10,BRD-K74402642,NSC-632839,ubiquitin specific protease inhibitor
8868,graphs_combined/CPC006_SNGM_6H_BRD-K74402642-003-01-2_10/graph_100.csv,CPC006_SNGM_6H_BRD-K74402642-003-01-2_10,BRD-K74402642,NSC-632839,ubiquitin specific protease inhibitor
8869,graphs_combined/CPC006_SNGM_6H_BRD-K74402642-003-01-2_10/graph_11.csv,CPC006_SNGM_6H_BRD-K74402642-003-01-2_10,BRD-K74402642,NSC-632839,ubiquitin specific protease inhibitor
8870,graphs_combined/CPC006_SNGM_6H_BRD-K74402642-003-01-2_10/graph_12.csv,CPC006_SNGM_6H_BRD-K74402642-003-01-2_10,BRD-K74402642,NSC-632839,ubiquitin specific protease inhibitor
8871,graphs_combined/CPC006_SNGM_6H_BRD-K74402642-003-01-2_10/graph_13.csv,CPC006_SNGM_6H_BRD-K74402642-003-01-2_10,BRD-K74402642,NSC-632839,ubiquitin specific protease inhibitor
8872,graphs_combined/CPC006_SNGM_6H_BRD-K74402642-003-01-2_10/graph_14.csv,CPC006_SNGM_6H_BRD-K74402642-003-01-2_10,BRD-K74402642,NSC-632839,ubiquitin specific protease inhibitor
8873,graphs_combined/CPC006_SNGM_6H_BRD-K74402642-003-01-2_10/graph_15.csv,CPC006_SNGM_6H_BRD-K74402642-003-01-2_10,BRD-K74402642,NSC-632839,ubiquitin specific protease inhibitor
8874,graphs_combined/CPC006_SNGM_6H_BRD-K74402642-003-01-2_10/graph_16.csv,CPC006_SNGM_6H_BRD-K74402642-003-01-2_10,BRD-K74402642,NSC-632839,ubiquitin specific protease inhibitor
8875,graphs_combined/CPC006_SNGM_6H_BRD-K74402642-003-01-2_10/graph_17.csv,CPC006_SNGM_6H_BRD-K74402642-003-01-2_10,BRD-K74402642,NSC-632839,ubiquitin specific protease inhibitor
8876,graphs_combined/CPC006_SNGM_6H_BRD-K81418486_10/graph_1.csv,CPC006_SNGM_6H_BRD-K81418486_10,BRD-K81418486,vorinostat,hdac_inhibitor
8877,graphs_combined/CPC006_SNGM_6H_BRD-K81418486_10/graph_10.csv,CPC006_SNGM_6H_BRD-K81418486_10,BRD-K81418486,vorinostat,hdac_inhibitor
8878,graphs_combined/CPC006_SNGM_6H_BRD-K81418486_10/graph_100.csv,CPC006_SNGM_6H_BRD-K81418486_10,BRD-K81418486,vorinostat,hdac_inhibitor
8879,graphs_combined/CPC006_SNGM_6H_BRD-K81418486_10/graph_11.csv,CPC006_SNGM_6H_BRD-K81418486_10,BRD-K81418486,vorinostat,hdac_inhibitor
8880,graphs_combined/CPC006_SNGM_6H_BRD-K81418486_10/graph_12.csv,CPC006_SNGM_6H_BRD-K81418486_10,BRD-K81418486,vorinostat,hdac_inhibitor
8881,graphs_combined/CPC006_SNGM_6H_BRD-K81418486_10/graph_13.csv,CPC006_SNGM_6H_BRD-K81418486_10,BRD-K81418486,vorinostat,hdac_inhibitor
8882,graphs_combined/CPC006_SNGM_6H_BRD-K81418486_10/graph_14.csv,CPC006_SNGM_6H_BRD-K81418486_10,BRD-K81418486,vorinostat,hdac_inhibitor
8883,graphs_combined/CPC006_SNGM_6H_BRD-K81418486_10/graph_15.csv,CPC006_SNGM_6H_BRD-K81418486_10,BRD-K81418486,vorinostat,hdac_inhibitor
8884,graphs_combined/CPC006_SNGM_6H_BRD-K81418486_10/graph_16.csv,CPC006_SNGM_6H_BRD-K81418486_10,BRD-K81418486,vorinostat,hdac_inhibitor
8885,graphs_combined/CPC006_SNGM_6H_BRD-K81418486_10/graph_17.csv,CPC006_SNGM_6H_BRD-K81418486_10,BRD-K81418486,vorinostat,hdac_inhibitor
8886,graphs_combined/CPC006_SNU1040_6H_BRD-K04853698-003-01-4_10/graph_1.csv,CPC006_SNU1040_6H_BRD-K04853698-003-01-4_10,BRD-K04853698,LDN-193189,bone morphogenic protein inhibitor
8887,graphs_combined/CPC006_SNU1040_6H_BRD-K04853698-003-01-4_10/graph_10.csv,CPC006_SNU1040_6H_BRD-K04853698-003-01-4_10,BRD-K04853698,LDN-193189,bone morphogenic protein inhibitor
8888,graphs_combined/CPC006_SNU1040_6H_BRD-K04853698-003-01-4_10/graph_100.csv,CPC006_SNU1040_6H_BRD-K04853698-003-01-4_10,BRD-K04853698,LDN-193189,bone morphogenic protein inhibitor
8889,graphs_combined/CPC006_SNU1040_6H_BRD-K04853698-003-01-4_10/graph_11.csv,CPC006_SNU1040_6H_BRD-K04853698-003-01-4_10,BRD-K04853698,LDN-193189,bone morphogenic protein inhibitor
8890,graphs_combined/CPC006_SNU1040_6H_BRD-K04853698-003-01-4_10/graph_12.csv,CPC006_SNU1040_6H_BRD-K04853698-003-01-4_10,BRD-K04853698,LDN-193189,bone morphogenic protein inhibitor
8891,graphs_combined/CPC006_SNU1040_6H_BRD-K04853698-003-01-4_10/graph_13.csv,CPC006_SNU1040_6H_BRD-K04853698-003-01-4_10,BRD-K04853698,LDN-193189,bone morphogenic protein inhibitor
8892,graphs_combined/CPC006_SNU1040_6H_BRD-K04853698-003-01-4_10/graph_14.csv,CPC006_SNU1040_6H_BRD-K04853698-003-01-4_10,BRD-K04853698,LDN-193189,bone morphogenic protein inhibitor
8893,graphs_combined/CPC006_SNU1040_6H_BRD-K04853698-003-01-4_10/graph_15.csv,CPC006_SNU1040_6H_BRD-K04853698-003-01-4_10,BRD-K04853698,LDN-193189,bone morphogenic protein inhibitor
8894,graphs_combined/CPC006_SNU1040_6H_BRD-K04853698-003-01-4_10/graph_16.csv,CPC006_SNU1040_6H_BRD-K04853698-003-01-4_10,BRD-K04853698,LDN-193189,bone morphogenic protein inhibitor
8895,graphs_combined/CPC006_SNU1040_6H_BRD-K04853698-003-01-4_10/graph_17.csv,CPC006_SNU1040_6H_BRD-K04853698-003-01-4_10,BRD-K04853698,LDN-193189,bone morphogenic protein inhibitor
8896,graphs_combined/CPC006_SNUC4_6H_BRD-A19037878_10/graph_1.csv,CPC006_SNUC4_6H_BRD-A19037878_10,BRD-A19037878,trichostatin-a,hdac_inhibitor
8897,graphs_combined/CPC006_SNUC4_6H_BRD-A19037878_10/graph_10.csv,CPC006_SNUC4_6H_BRD-A19037878_10,BRD-A19037878,trichostatin-a,hdac_inhibitor
8898,graphs_combined/CPC006_SNUC4_6H_BRD-A19037878_10/graph_100.csv,CPC006_SNUC4_6H_BRD-A19037878_10,BRD-A19037878,trichostatin-a,hdac_inhibitor
8899,graphs_combined/CPC006_SNUC4_6H_BRD-A19037878_10/graph_11.csv,CPC006_SNUC4_6H_BRD-A19037878_10,BRD-A19037878,trichostatin-a,hdac_inhibitor
8900,graphs_combined/CPC006_SNUC4_6H_BRD-A19037878_10/graph_12.csv,CPC006_SNUC4_6H_BRD-A19037878_10,BRD-A19037878,trichostatin-a,hdac_inhibitor
8901,graphs_combined/CPC006_SNUC4_6H_BRD-A19037878_10/graph_13.csv,CPC006_SNUC4_6H_BRD-A19037878_10,BRD-A19037878,trichostatin-a,hdac_inhibitor
8902,graphs_combined/CPC006_SNUC4_6H_BRD-A19037878_10/graph_14.csv,CPC006_SNUC4_6H_BRD-A19037878_10,BRD-A19037878,trichostatin-a,hdac_inhibitor
8903,graphs_combined/CPC006_SNUC4_6H_BRD-A19037878_10/graph_15.csv,CPC006_SNUC4_6H_BRD-A19037878_10,BRD-A19037878,trichostatin-a,hdac_inhibitor
8904,graphs_combined/CPC006_SNUC4_6H_BRD-A19037878_10/graph_16.csv,CPC006_SNUC4_6H_BRD-A19037878_10,BRD-A19037878,trichostatin-a,hdac_inhibitor
8905,graphs_combined/CPC006_SNUC4_6H_BRD-A19037878_10/graph_17.csv,CPC006_SNUC4_6H_BRD-A19037878_10,BRD-A19037878,trichostatin-a,hdac_inhibitor
8906,graphs_combined/CPC006_SNUC4_6H_BRD-K04853698-003-01-4_10/graph_1.csv,CPC006_SNUC4_6H_BRD-K04853698-003-01-4_10,BRD-K04853698,LDN-193189,bone morphogenic protein inhibitor
8907,graphs_combined/CPC006_SNUC4_6H_BRD-K04853698-003-01-4_10/graph_10.csv,CPC006_SNUC4_6H_BRD-K04853698-003-01-4_10,BRD-K04853698,LDN-193189,bone morphogenic protein inhibitor
8908,graphs_combined/CPC006_SNUC4_6H_BRD-K04853698-003-01-4_10/graph_100.csv,CPC006_SNUC4_6H_BRD-K04853698-003-01-4_10,BRD-K04853698,LDN-193189,bone morphogenic protein inhibitor
8909,graphs_combined/CPC006_SNUC4_6H_BRD-K04853698-003-01-4_10/graph_11.csv,CPC006_SNUC4_6H_BRD-K04853698-003-01-4_10,BRD-K04853698,LDN-193189,bone morphogenic protein inhibitor
8910,graphs_combined/CPC006_SNUC4_6H_BRD-K04853698-003-01-4_10/graph_12.csv,CPC006_SNUC4_6H_BRD-K04853698-003-01-4_10,BRD-K04853698,LDN-193189,bone morphogenic protein inhibitor
8911,graphs_combined/CPC006_SNUC4_6H_BRD-K04853698-003-01-4_10/graph_13.csv,CPC006_SNUC4_6H_BRD-K04853698-003-01-4_10,BRD-K04853698,LDN-193189,bone morphogenic protein inhibitor
8912,graphs_combined/CPC006_SNUC4_6H_BRD-K04853698-003-01-4_10/graph_14.csv,CPC006_SNUC4_6H_BRD-K04853698-003-01-4_10,BRD-K04853698,LDN-193189,bone morphogenic protein inhibitor
8913,graphs_combined/CPC006_SNUC4_6H_BRD-K04853698-003-01-4_10/graph_15.csv,CPC006_SNUC4_6H_BRD-K04853698-003-01-4_10,BRD-K04853698,LDN-193189,bone morphogenic protein inhibitor
8914,graphs_combined/CPC006_SNUC4_6H_BRD-K04853698-003-01-4_10/graph_16.csv,CPC006_SNUC4_6H_BRD-K04853698-003-01-4_10,BRD-K04853698,LDN-193189,bone morphogenic protein inhibitor
8915,graphs_combined/CPC006_SNUC4_6H_BRD-K04853698-003-01-4_10/graph_17.csv,CPC006_SNUC4_6H_BRD-K04853698-003-01-4_10,BRD-K04853698,LDN-193189,bone morphogenic protein inhibitor
8916,graphs_combined/CPC006_SNUC4_6H_BRD-K34581968-001-01-2_11.1/graph_1.csv,CPC006_SNUC4_6H_BRD-K34581968-001-01-2_11.1,BRD-K34581968,BMS-536924,IGF-1 inhibitor
8917,graphs_combined/CPC006_SNUC4_6H_BRD-K34581968-001-01-2_11.1/graph_10.csv,CPC006_SNUC4_6H_BRD-K34581968-001-01-2_11.1,BRD-K34581968,BMS-536924,IGF-1 inhibitor
8918,graphs_combined/CPC006_SNUC4_6H_BRD-K34581968-001-01-2_11.1/graph_100.csv,CPC006_SNUC4_6H_BRD-K34581968-001-01-2_11.1,BRD-K34581968,BMS-536924,IGF-1 inhibitor
8919,graphs_combined/CPC006_SNUC4_6H_BRD-K34581968-001-01-2_11.1/graph_11.csv,CPC006_SNUC4_6H_BRD-K34581968-001-01-2_11.1,BRD-K34581968,BMS-536924,IGF-1 inhibitor
8920,graphs_combined/CPC006_SNUC4_6H_BRD-K34581968-001-01-2_11.1/graph_12.csv,CPC006_SNUC4_6H_BRD-K34581968-001-01-2_11.1,BRD-K34581968,BMS-536924,IGF-1 inhibitor
8921,graphs_combined/CPC006_SNUC4_6H_BRD-K34581968-001-01-2_11.1/graph_13.csv,CPC006_SNUC4_6H_BRD-K34581968-001-01-2_11.1,BRD-K34581968,BMS-536924,IGF-1 inhibitor
8922,graphs_combined/CPC006_SNUC4_6H_BRD-K34581968-001-01-2_11.1/graph_14.csv,CPC006_SNUC4_6H_BRD-K34581968-001-01-2_11.1,BRD-K34581968,BMS-536924,IGF-1 inhibitor
8923,graphs_combined/CPC006_SNUC4_6H_BRD-K34581968-001-01-2_11.1/graph_15.csv,CPC006_SNUC4_6H_BRD-K34581968-001-01-2_11.1,BRD-K34581968,BMS-536924,IGF-1 inhibitor
8924,graphs_combined/CPC006_SNUC4_6H_BRD-K34581968-001-01-2_11.1/graph_16.csv,CPC006_SNUC4_6H_BRD-K34581968-001-01-2_11.1,BRD-K34581968,BMS-536924,IGF-1 inhibitor
8925,graphs_combined/CPC006_SNUC4_6H_BRD-K34581968-001-01-2_11.1/graph_17.csv,CPC006_SNUC4_6H_BRD-K34581968-001-01-2_11.1,BRD-K34581968,BMS-536924,IGF-1 inhibitor
8926,graphs_combined/CPC006_SNUC4_6H_BRD-K49371609-310-01-1_0.09/graph_1.csv,CPC006_SNUC4_6H_BRD-K49371609-310-01-1_0.09,BRD-K49371609,PIK-75,pi3k_inhibitor
8927,graphs_combined/CPC006_SNUC4_6H_BRD-K49371609-310-01-1_0.09/graph_10.csv,CPC006_SNUC4_6H_BRD-K49371609-310-01-1_0.09,BRD-K49371609,PIK-75,pi3k_inhibitor
8928,graphs_combined/CPC006_SNUC4_6H_BRD-K49371609-310-01-1_0.09/graph_11.csv,CPC006_SNUC4_6H_BRD-K49371609-310-01-1_0.09,BRD-K49371609,PIK-75,pi3k_inhibitor
8929,graphs_combined/CPC006_SNUC4_6H_BRD-K49371609-310-01-1_0.09/graph_12.csv,CPC006_SNUC4_6H_BRD-K49371609-310-01-1_0.09,BRD-K49371609,PIK-75,pi3k_inhibitor
8930,graphs_combined/CPC006_SNUC4_6H_BRD-K49371609-310-01-1_0.09/graph_13.csv,CPC006_SNUC4_6H_BRD-K49371609-310-01-1_0.09,BRD-K49371609,PIK-75,pi3k_inhibitor
8931,graphs_combined/CPC006_SNUC4_6H_BRD-K49371609-310-01-1_0.09/graph_14.csv,CPC006_SNUC4_6H_BRD-K49371609-310-01-1_0.09,BRD-K49371609,PIK-75,pi3k_inhibitor
8932,graphs_combined/CPC006_SNUC4_6H_BRD-K49371609-310-01-1_0.09/graph_15.csv,CPC006_SNUC4_6H_BRD-K49371609-310-01-1_0.09,BRD-K49371609,PIK-75,pi3k_inhibitor
8933,graphs_combined/CPC006_SNUC4_6H_BRD-K49371609-310-01-1_0.09/graph_16.csv,CPC006_SNUC4_6H_BRD-K49371609-310-01-1_0.09,BRD-K49371609,PIK-75,pi3k_inhibitor
8934,graphs_combined/CPC006_SNUC4_6H_BRD-K49371609-310-01-1_0.09/graph_17.csv,CPC006_SNUC4_6H_BRD-K49371609-310-01-1_0.09,BRD-K49371609,PIK-75,pi3k_inhibitor
8935,graphs_combined/CPC006_SNUC4_6H_BRD-K49371609-310-01-1_0.09/graph_18.csv,CPC006_SNUC4_6H_BRD-K49371609-310-01-1_0.09,BRD-K49371609,PIK-75,pi3k_inhibitor
8936,graphs_combined/CPC006_SNUC4_6H_BRD-K74402642-003-01-2_10/graph_1.csv,CPC006_SNUC4_6H_BRD-K74402642-003-01-2_10,BRD-K74402642,NSC-632839,ubiquitin specific protease inhibitor
8937,graphs_combined/CPC006_SNUC4_6H_BRD-K74402642-003-01-2_10/graph_10.csv,CPC006_SNUC4_6H_BRD-K74402642-003-01-2_10,BRD-K74402642,NSC-632839,ubiquitin specific protease inhibitor
8938,graphs_combined/CPC006_SNUC4_6H_BRD-K74402642-003-01-2_10/graph_100.csv,CPC006_SNUC4_6H_BRD-K74402642-003-01-2_10,BRD-K74402642,NSC-632839,ubiquitin specific protease inhibitor
8939,graphs_combined/CPC006_SNUC4_6H_BRD-K74402642-003-01-2_10/graph_11.csv,CPC006_SNUC4_6H_BRD-K74402642-003-01-2_10,BRD-K74402642,NSC-632839,ubiquitin specific protease inhibitor
8940,graphs_combined/CPC006_SNUC4_6H_BRD-K74402642-003-01-2_10/graph_12.csv,CPC006_SNUC4_6H_BRD-K74402642-003-01-2_10,BRD-K74402642,NSC-632839,ubiquitin specific protease inhibitor
8941,graphs_combined/CPC006_SNUC4_6H_BRD-K74402642-003-01-2_10/graph_13.csv,CPC006_SNUC4_6H_BRD-K74402642-003-01-2_10,BRD-K74402642,NSC-632839,ubiquitin specific protease inhibitor
8942,graphs_combined/CPC006_SNUC4_6H_BRD-K74402642-003-01-2_10/graph_14.csv,CPC006_SNUC4_6H_BRD-K74402642-003-01-2_10,BRD-K74402642,NSC-632839,ubiquitin specific protease inhibitor
8943,graphs_combined/CPC006_SNUC4_6H_BRD-K74402642-003-01-2_10/graph_15.csv,CPC006_SNUC4_6H_BRD-K74402642-003-01-2_10,BRD-K74402642,NSC-632839,ubiquitin specific protease inhibitor
8944,graphs_combined/CPC006_SNUC4_6H_BRD-K74402642-003-01-2_10/graph_16.csv,CPC006_SNUC4_6H_BRD-K74402642-003-01-2_10,BRD-K74402642,NSC-632839,ubiquitin specific protease inhibitor
8945,graphs_combined/CPC006_SNUC4_6H_BRD-K74402642-003-01-2_10/graph_17.csv,CPC006_SNUC4_6H_BRD-K74402642-003-01-2_10,BRD-K74402642,NSC-632839,ubiquitin specific protease inhibitor
8946,graphs_combined/CPC006_SNUC4_6H_BRD-K81418486-001-13-7_11.1/graph_1.csv,CPC006_SNUC4_6H_BRD-K81418486-001-13-7_11.1,BRD-K81418486,vorinostat,hdac_inhibitor
8947,graphs_combined/CPC006_SNUC4_6H_BRD-K81418486-001-13-7_11.1/graph_10.csv,CPC006_SNUC4_6H_BRD-K81418486-001-13-7_11.1,BRD-K81418486,vorinostat,hdac_inhibitor
8948,graphs_combined/CPC006_SNUC4_6H_BRD-K81418486-001-13-7_11.1/graph_100.csv,CPC006_SNUC4_6H_BRD-K81418486-001-13-7_11.1,BRD-K81418486,vorinostat,hdac_inhibitor
8949,graphs_combined/CPC006_SNUC4_6H_BRD-K81418486-001-13-7_11.1/graph_11.csv,CPC006_SNUC4_6H_BRD-K81418486-001-13-7_11.1,BRD-K81418486,vorinostat,hdac_inhibitor
8950,graphs_combined/CPC006_SNUC4_6H_BRD-K81418486-001-13-7_11.1/graph_12.csv,CPC006_SNUC4_6H_BRD-K81418486-001-13-7_11.1,BRD-K81418486,vorinostat,hdac_inhibitor
8951,graphs_combined/CPC006_SNUC4_6H_BRD-K81418486-001-13-7_11.1/graph_13.csv,CPC006_SNUC4_6H_BRD-K81418486-001-13-7_11.1,BRD-K81418486,vorinostat,hdac_inhibitor
8952,graphs_combined/CPC006_SNUC4_6H_BRD-K81418486-001-13-7_11.1/graph_14.csv,CPC006_SNUC4_6H_BRD-K81418486-001-13-7_11.1,BRD-K81418486,vorinostat,hdac_inhibitor
8953,graphs_combined/CPC006_SNUC4_6H_BRD-K81418486-001-13-7_11.1/graph_15.csv,CPC006_SNUC4_6H_BRD-K81418486-001-13-7_11.1,BRD-K81418486,vorinostat,hdac_inhibitor
8954,graphs_combined/CPC006_SNUC4_6H_BRD-K81418486-001-13-7_11.1/graph_16.csv,CPC006_SNUC4_6H_BRD-K81418486-001-13-7_11.1,BRD-K81418486,vorinostat,hdac_inhibitor
8955,graphs_combined/CPC006_SNUC4_6H_BRD-K81418486-001-13-7_11.1/graph_17.csv,CPC006_SNUC4_6H_BRD-K81418486-001-13-7_11.1,BRD-K81418486,vorinostat,hdac_inhibitor
