"","files_weighted","sig_id","count","rdkit","cell_id","pert_iname","pert_dose","pert_time","pert_id","atoms","emb","identifier","sig_id_original"
"5139","graphs_weighted/CPC019_A549_24H_BRD-K65904652-001-01-9_10/graph.csv","CPC019_A549_24H_BRD-K65904652-001-01-9_10",1,"C[C@H]1CN([C@@H](C)CO)C(=O)c2cccc(NC(=O)CCCCCC(=O)Nc3ccccc3N)c2O[C@@H]1CN(C)S(=O)(=O)c1ccc(Cl)cc1","A549","BRD-K65904652",10,24,"BRD-K65904652",49,"CPC019_A549_24H_BRD-K65904652-001-01-9_10_emb","BRD-K65904652A5491024","CPC019_A549_24H:BRD-K65904652-001-01-9:10"
"5140","graphs_weighted/CPC019_A549_24H_BRD-K70714754-001-01-2_10/graph.csv","CPC019_A549_24H_BRD-K70714754-001-01-2_10",1,"C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(C(=O)Nc3ccccc3N)cc2)Oc2ccc(NC(=O)Nc3ccc(C(F)(F)F)cc3)cc2CC1=O","A549","BRD-K70714754",10,24,"BRD-K70714754",53,"CPC019_A549_24H_BRD-K70714754-001-01-2_10_emb","BRD-K70714754A5491024","CPC019_A549_24H:BRD-K70714754-001-01-2:10"
"5141","graphs_weighted/CPC019_A549_24H_BRD-K77480336-001-02-8_10/graph.csv","CPC019_A549_24H_BRD-K77480336-001-02-8_10",1,"COc1ccc(/N=c2\cc(-c3ccc(OC)cc3)oc3ccc(O)cc23)cc1","A549","BRD-K77480336",10,24,"BRD-K77480336",28,"CPC019_A549_24H_BRD-K77480336-001-02-8_10_emb","BRD-K77480336A5491024","CPC019_A549_24H:BRD-K77480336-001-02-8:10"
"5142","graphs_weighted/CPC019_A549_6H_BRD-K17953061-001-05-1_10/graph.csv","CPC019_A549_6H_BRD-K17953061-001-05-1_10",1,"CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4","A549","staurosporine",10,6,"BRD-K17953061",35,"CPC019_A549_6H_BRD-K17953061-001-05-1_10_emb","staurosporineA549106","CPC019_A549_6H:BRD-K17953061-001-05-1:10"
"5143","graphs_weighted/CPC019_A549_6H_BRD-K65366129-001-04-0_10/graph.csv","CPC019_A549_6H_BRD-K65366129-001-04-0_10",1,"C[C@H]1CCCCO[C@H](CN(C)Cc2ccc3c(c2)OCO3)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(N(C)C)ccc2O1","A549","SD-6-035-A3",10,6,"BRD-K65366129",41,"CPC019_A549_6H_BRD-K65366129-001-04-0_10_emb","SD-6-035-A3A549106","CPC019_A549_6H:BRD-K65366129-001-04-0:10"
"5144","graphs_weighted/CPC019_HA1E_6H_BRD-A94377914-001-02-7_10/graph.csv","CPC019_HA1E_6H_BRD-A94377914-001-02-7_10",1,NA,"HA1E","merck-ketone",10,6,"BRD-A94377914",NA,"CPC019_HA1E_6H_BRD-A94377914-001-02-7_10_emb","merck-ketoneHA1E106","CPC019_HA1E_6H:BRD-A94377914-001-02-7:10"
"5145","graphs_weighted/CPC019_HA1E_6H_BRD-K17953061-001-05-1_10/graph.csv","CPC019_HA1E_6H_BRD-K17953061-001-05-1_10",1,"CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4","HA1E","staurosporine",10,6,"BRD-K17953061",35,"CPC019_HA1E_6H_BRD-K17953061-001-05-1_10_emb","staurosporineHA1E106","CPC019_HA1E_6H:BRD-K17953061-001-05-1:10"
"5146","graphs_weighted/CPC019_HA1E_6H_BRD-K31688005-001-01-3_10/graph.csv","CPC019_HA1E_6H_BRD-K31688005-001-01-3_10",1,"C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)CCCN(C)C)OCCCC[C@@H](C)Oc2ccc(NS(=O)(=O)c3cccs3)cc2C1=O","HA1E","BRD-K31688005",10,6,"BRD-K31688005",45,"CPC019_HA1E_6H_BRD-K31688005-001-01-3_10_emb","BRD-K31688005HA1E106","CPC019_HA1E_6H:BRD-K31688005-001-01-3:10"
"5147","graphs_weighted/CPC019_HA1E_6H_BRD-K34363599-001-02-0_10/graph.csv","CPC019_HA1E_6H_BRD-K34363599-001-02-0_10",1,"OC(COc1ccc(F)cc1)(c1ccc(Cl)cc1)c1ccc(Cl)cc1","HA1E","RJC-00245SC",10,6,"BRD-K34363599",25,"CPC019_HA1E_6H_BRD-K34363599-001-02-0_10_emb","RJC-00245SCHA1E106","CPC019_HA1E_6H:BRD-K34363599-001-02-0:10"
"5148","graphs_weighted/CPC019_HA1E_6H_BRD-K44510578-001-01-1_10/graph.csv","CPC019_HA1E_6H_BRD-K44510578-001-01-1_10",1,"COc1ccc(S(=O)(=O)N(C)C[C@@H]2Oc3c(NC(=O)Nc4cccc5ccccc45)cccc3C(=O)N([C@@H](C)CO)C[C@@H]2C)cc1","HA1E","BRD-K44510578",10,6,"BRD-K44510578",46,"CPC019_HA1E_6H_BRD-K44510578-001-01-1_10_emb","BRD-K44510578HA1E106","CPC019_HA1E_6H:BRD-K44510578-001-01-1:10"
"5149","graphs_weighted/CPC019_HA1E_6H_BRD-K55116708-001-01-6_10/graph.csv","CPC019_HA1E_6H_BRD-K55116708-001-01-6_10",1,"C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(C(=O)Nc3ccccc3N)cc2)Oc2c(NC(=O)Nc3ccccc3)cccc2C1=O","HA1E","BRD-K55116708",10,6,"BRD-K55116708",48,"CPC019_HA1E_6H_BRD-K55116708-001-01-6_10_emb","BRD-K55116708HA1E106","CPC019_HA1E_6H:BRD-K55116708-001-01-6:10"
"5150","graphs_weighted/CPC019_HA1E_6H_BRD-K88278225-001-01-9_10/graph.csv","CPC019_HA1E_6H_BRD-K88278225-001-01-9_10",1,"C[C@H]1CN([C@@H](C)CO)C(=O)Cc2cc(NC(=O)Nc3ccc(C(F)(F)F)cc3)ccc2O[C@@H]1CN(C)Cc1ccc(C(=O)Nc2ccccc2N)cc1","HA1E","BRD-K88278225",10,6,"BRD-K88278225",53,"CPC019_HA1E_6H_BRD-K88278225-001-01-9_10_emb","BRD-K88278225HA1E106","CPC019_HA1E_6H:BRD-K88278225-001-01-9:10"
"5151","graphs_weighted/CPC019_HA1E_6H_BRD-K91145395-001-02-7_10/graph.csv","CPC019_HA1E_6H_BRD-K91145395-001-02-7_10",1,"CC(=O)O[C@@]12C[C@@H](C)[C@@]3(O)[C@@H](C=C(CO)C[C@]4(O)C(=O)C(C)=C[C@H]43)[C@@H]1C2(C)C","HA1E","prostratin",10,6,"BRD-K91145395",28,"CPC019_HA1E_6H_BRD-K91145395-001-02-7_10_emb","prostratinHA1E106","CPC019_HA1E_6H:BRD-K91145395-001-02-7:10"
"5152","graphs_weighted/CPC019_HA1E_6H_BRD-K91836367-001-01-7_10/graph.csv","CPC019_HA1E_6H_BRD-K91836367-001-01-7_10",1,"COc1ccc(S(=O)(=O)Nc2ccc3c(c2)CC(=O)N([C@H](C)CO)C[C@H](C)[C@@H](CN(C)S(=O)(=O)c2ccc(OC)cc2)O3)cc1","HA1E","BRD-K91836367",10,6,"BRD-K91836367",45,"CPC019_HA1E_6H_BRD-K91836367-001-01-7_10_emb","BRD-K91836367HA1E106","CPC019_HA1E_6H:BRD-K91836367-001-01-7:10"
"5153","graphs_weighted/CPC019_HA1E_6H_BRD-K96076993-001-01-7_10/graph.csv","CPC019_HA1E_6H_BRD-K96076993-001-01-7_10",1,"CC1=NNC(=O)/C1=C\c1cn(-c2ccccc2)nc1-c1ccc(F)cc1","HA1E","SA-25547",10,6,"BRD-K96076993",26,"CPC019_HA1E_6H_BRD-K96076993-001-01-7_10_emb","SA-25547HA1E106","CPC019_HA1E_6H:BRD-K96076993-001-01-7:10"
"5154","graphs_weighted/CPC019_HCC515_6H_BRD-A94377914-001-02-7_10/graph.csv","CPC019_HCC515_6H_BRD-A94377914-001-02-7_10",1,NA,"HCC515","merck-ketone",10,6,"BRD-A94377914",NA,"CPC019_HCC515_6H_BRD-A94377914-001-02-7_10_emb","merck-ketoneHCC515106","CPC019_HCC515_6H:BRD-A94377914-001-02-7:10"
"5155","graphs_weighted/CPC019_HCC515_6H_BRD-K05563014-001-01-9_10/graph.csv","CPC019_HCC515_6H_BRD-K05563014-001-01-9_10",1,"Cc1noc(C)c1NC(=O)Nc1ccc2c(c1)C(=O)N([C@@H](C)CO)C[C@@H](C)[C@H](CN(C)S(=O)(=O)c1ccc(F)cc1)OCCCC[C@H](C)O2","HCC515","CAM-9-021",10,6,"BRD-K05563014",49,"CPC019_HCC515_6H_BRD-K05563014-001-01-9_10_emb","CAM-9-021HCC515106","CPC019_HCC515_6H:BRD-K05563014-001-01-9:10"
"5156","graphs_weighted/CPC019_HCC515_6H_BRD-K06592610-001-01-5_10/graph.csv","CPC019_HCC515_6H_BRD-K06592610-001-01-5_10",1,"C[C@H]1CN([C@H](C)CO)C(=O)c2cc(NS(=O)(=O)c3ccccc3)ccc2O[C@H](C)CCCCO[C@@H]1CN(C)C(=O)CCC(F)(F)F","HCC515","BRD-K06592610",10,6,"BRD-K06592610",46,"CPC019_HCC515_6H_BRD-K06592610-001-01-5_10_emb","BRD-K06592610HCC515106","CPC019_HCC515_6H:BRD-K06592610-001-01-5:10"
"5157","graphs_weighted/CPC019_HCC515_6H_BRD-K17953061-001-05-1_10/graph.csv","CPC019_HCC515_6H_BRD-K17953061-001-05-1_10",1,"CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4","HCC515","staurosporine",10,6,"BRD-K17953061",35,"CPC019_HCC515_6H_BRD-K17953061-001-05-1_10_emb","staurosporineHCC515106","CPC019_HCC515_6H:BRD-K17953061-001-05-1:10"
"5158","graphs_weighted/CPC019_HCC515_6H_BRD-K71138616-001-01-1_10/graph.csv","CPC019_HCC515_6H_BRD-K71138616-001-01-1_10",1,"COc1ccc(S(=O)(=O)N(C)C[C@H]2Oc3c(NC(=O)Nc4cccc5ccccc45)cccc3C(=O)N([C@H](C)CO)C[C@@H]2C)cc1","HCC515","BRD-K71138616",10,6,"BRD-K71138616",46,"CPC019_HCC515_6H_BRD-K71138616-001-01-1_10_emb","BRD-K71138616HCC515106","CPC019_HCC515_6H:BRD-K71138616-001-01-1:10"
"5159","graphs_weighted/CPC019_HCC515_6H_BRD-K85818861-001-01-4_10/graph.csv","CPC019_HCC515_6H_BRD-K85818861-001-01-4_10",1,"C[C@H]1CN([C@@H](C)CO)C(=O)Cc2cc(NC(=O)CCCCCC(=O)Nc3ccccc3N)ccc2O[C@H]1CN(C)Cc1ccc(Oc2ccccc2)cc1","HCC515","BRD-K85818861",10,6,"BRD-K85818861",54,"CPC019_HCC515_6H_BRD-K85818861-001-01-4_10_emb","BRD-K85818861HCC515106","CPC019_HCC515_6H:BRD-K85818861-001-01-4:10"
"5160","graphs_weighted/CPC019_HCC515_6H_BRD-K88278225-001-01-9_10/graph.csv","CPC019_HCC515_6H_BRD-K88278225-001-01-9_10",1,"C[C@H]1CN([C@@H](C)CO)C(=O)Cc2cc(NC(=O)Nc3ccc(C(F)(F)F)cc3)ccc2O[C@@H]1CN(C)Cc1ccc(C(=O)Nc2ccccc2N)cc1","HCC515","BRD-K88278225",10,6,"BRD-K88278225",53,"CPC019_HCC515_6H_BRD-K88278225-001-01-9_10_emb","BRD-K88278225HCC515106","CPC019_HCC515_6H:BRD-K88278225-001-01-9:10"
"5161","graphs_weighted/CPC019_HCC515_6H_BRD-K91145395-001-02-7_10/graph.csv","CPC019_HCC515_6H_BRD-K91145395-001-02-7_10",1,"CC(=O)O[C@@]12C[C@@H](C)[C@@]3(O)[C@@H](C=C(CO)C[C@]4(O)C(=O)C(C)=C[C@H]43)[C@@H]1C2(C)C","HCC515","prostratin",10,6,"BRD-K91145395",28,"CPC019_HCC515_6H_BRD-K91145395-001-02-7_10_emb","prostratinHCC515106","CPC019_HCC515_6H:BRD-K91145395-001-02-7:10"
"5162","graphs_weighted/CPC019_HEPG2_6H_BRD-A94377914-001-02-7_10/graph.csv","CPC019_HEPG2_6H_BRD-A94377914-001-02-7_10",1,NA,"HEPG2","merck-ketone",10,6,"BRD-A94377914",NA,"CPC019_HEPG2_6H_BRD-A94377914-001-02-7_10_emb","merck-ketoneHEPG2106","CPC019_HEPG2_6H:BRD-A94377914-001-02-7:10"
"5163","graphs_weighted/CPC019_HEPG2_6H_BRD-K07005393-001-01-0_10/graph.csv","CPC019_HEPG2_6H_BRD-K07005393-001-01-0_10",1,"C[C@@H]1CN([C@H](C)CO)C(=O)c2cc(NC(=O)CCCCCC(=O)Nc3ccccc3N)ccc2O[C@@H]1CN(C)Cc1ccc(Cl)c(Cl)c1","HEPG2","BRD-K07005393",10,6,"BRD-K07005393",48,"CPC019_HEPG2_6H_BRD-K07005393-001-01-0_10_emb","BRD-K07005393HEPG2106","CPC019_HEPG2_6H:BRD-K07005393-001-01-0:10"
"5164","graphs_weighted/CPC019_HEPG2_6H_BRD-K16118047-001-01-0_10/graph.csv","CPC019_HEPG2_6H_BRD-K16118047-001-01-0_10",1,"C[C@H]1CCCCO[C@H](CN(C)C(=O)CCCN(C)C)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(NS(=O)(=O)c3cccs3)ccc2O1","HEPG2","SA-427543",10,6,"BRD-K16118047",45,"CPC019_HEPG2_6H_BRD-K16118047-001-01-0_10_emb","SA-427543HEPG2106","CPC019_HEPG2_6H:BRD-K16118047-001-01-0:10"
"5165","graphs_weighted/CPC019_HEPG2_6H_BRD-K17953061-001-05-1_10/graph.csv","CPC019_HEPG2_6H_BRD-K17953061-001-05-1_10",1,"CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4","HEPG2","staurosporine",10,6,"BRD-K17953061",35,"CPC019_HEPG2_6H_BRD-K17953061-001-05-1_10_emb","staurosporineHEPG2106","CPC019_HEPG2_6H:BRD-K17953061-001-05-1:10"
"5166","graphs_weighted/CPC019_HEPG2_6H_BRD-K27239120-001-04-5_10/graph.csv","CPC019_HEPG2_6H_BRD-K27239120-001-04-5_10",1,"C[C@H]1CCCCO[C@@H](CN(C)Cc2ccc3c(c2)OCO3)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(N(C)C)ccc2O1","HEPG2","SD-6-035-A11",10,6,"BRD-K27239120",41,"CPC019_HEPG2_6H_BRD-K27239120-001-04-5_10_emb","SD-6-035-A11HEPG2106","CPC019_HEPG2_6H:BRD-K27239120-001-04-5:10"
"5167","graphs_weighted/CPC019_HEPG2_6H_BRD-K34363599-001-02-0_10/graph.csv","CPC019_HEPG2_6H_BRD-K34363599-001-02-0_10",1,"OC(COc1ccc(F)cc1)(c1ccc(Cl)cc1)c1ccc(Cl)cc1","HEPG2","RJC-00245SC",10,6,"BRD-K34363599",25,"CPC019_HEPG2_6H_BRD-K34363599-001-02-0_10_emb","RJC-00245SCHEPG2106","CPC019_HEPG2_6H:BRD-K34363599-001-02-0:10"
"5168","graphs_weighted/CPC019_HEPG2_6H_BRD-K48803730-001-01-1_10/graph.csv","CPC019_HEPG2_6H_BRD-K48803730-001-01-1_10",1,"C[C@H]1CN([C@H](C)CO)C(=O)c2cccc(NC(=O)CCCCCC(=O)Nc3ccccc3N)c2O[C@H]1CN(C)S(=O)(=O)c1ccc(Cl)cc1","HEPG2","BRD-K48803730",10,6,"BRD-K48803730",49,"CPC019_HEPG2_6H_BRD-K48803730-001-01-1_10_emb","BRD-K48803730HEPG2106","CPC019_HEPG2_6H:BRD-K48803730-001-01-1:10"
"5169","graphs_weighted/CPC019_HEPG2_6H_BRD-K58479490-001-02-5_10/graph.csv","CPC019_HEPG2_6H_BRD-K58479490-001-02-5_10",1,"C[C@H]1CN([C@H](C)CO)C(=O)Cc2cc(NC(=O)Nc3ccc(C(F)(F)F)cc3)ccc2O[C@H]1CN(C)Cc1ccc(C(=O)Nc2ccccc2N)cc1","HEPG2","BRD-K58479490",10,6,"BRD-K58479490",53,"CPC019_HEPG2_6H_BRD-K58479490-001-02-5_10_emb","BRD-K58479490HEPG2106","CPC019_HEPG2_6H:BRD-K58479490-001-02-5:10"
"5170","graphs_weighted/CPC019_HEPG2_6H_BRD-K64754843-001-01-9_10/graph.csv","CPC019_HEPG2_6H_BRD-K64754843-001-01-9_10",1,"Cc1noc(C)c1S(=O)(=O)N(C)C[C@@H]1Oc2c(NC(=O)c3nc4ccccc4s3)cccc2C(=O)N([C@H](C)CO)C[C@@H]1C","HEPG2","BRD-K64754843",10,6,"BRD-K64754843",43,"CPC019_HEPG2_6H_BRD-K64754843-001-01-9_10_emb","BRD-K64754843HEPG2106","CPC019_HEPG2_6H:BRD-K64754843-001-01-9:10"
"5171","graphs_weighted/CPC019_HEPG2_6H_BRD-K69159985-001-01-4_10/graph.csv","CPC019_HEPG2_6H_BRD-K69159985-001-01-4_10",1,"C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(Oc3ccccc3)cc2)Oc2c(NC(=O)NC3CCCCC3)cccc2C1=O","HEPG2","BRD-K69159985",10,6,"BRD-K69159985",45,"CPC019_HEPG2_6H_BRD-K69159985-001-01-4_10_emb","BRD-K69159985HEPG2106","CPC019_HEPG2_6H:BRD-K69159985-001-01-4:10"
"5172","graphs_weighted/CPC019_HEPG2_6H_BRD-K74155249-001-01-7_10/graph.csv","CPC019_HEPG2_6H_BRD-K74155249-001-01-7_10",1,"C[C@@H]1CN([C@H](C)CO)C(=O)c2cccc(NC(=O)c3ccncc3)c2O[C@H]1CN(C)Cc1ccccc1","HEPG2","BRD-K74155249",10,6,"BRD-K74155249",37,"CPC019_HEPG2_6H_BRD-K74155249-001-01-7_10_emb","BRD-K74155249HEPG2106","CPC019_HEPG2_6H:BRD-K74155249-001-01-7:10"
"5173","graphs_weighted/CPC019_HEPG2_6H_BRD-K90417362-001-01-2_10/graph.csv","CPC019_HEPG2_6H_BRD-K90417362-001-01-2_10",1,"Cc1noc(C)c1S(=O)(=O)N(C)C[C@H]1Oc2c(NC(=O)c3nc4ccccc4s3)cccc2C(=O)N([C@@H](C)CO)C[C@H]1C","HEPG2","BRD-K90417362",10,6,"BRD-K90417362",43,"CPC019_HEPG2_6H_BRD-K90417362-001-01-2_10_emb","BRD-K90417362HEPG2106","CPC019_HEPG2_6H:BRD-K90417362-001-01-2:10"
"5174","graphs_weighted/CPC019_HEPG2_6H_BRD-K91145395-001-02-7_10/graph.csv","CPC019_HEPG2_6H_BRD-K91145395-001-02-7_10",1,"CC(=O)O[C@@]12C[C@@H](C)[C@@]3(O)[C@@H](C=C(CO)C[C@]4(O)C(=O)C(C)=C[C@H]43)[C@@H]1C2(C)C","HEPG2","prostratin",10,6,"BRD-K91145395",28,"CPC019_HEPG2_6H_BRD-K91145395-001-02-7_10_emb","prostratinHEPG2106","CPC019_HEPG2_6H:BRD-K91145395-001-02-7:10"
"5175","graphs_weighted/CPC019_HEPG2_6H_BRD-K94979678-001-05-7_10/graph.csv","CPC019_HEPG2_6H_BRD-K94979678-001-05-7_10",1,"C[C@H]1CCCCO[C@H](CN(C)Cc2ccc3c(c2)OCO3)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(N(C)C)ccc2O1","HEPG2","SD-6-035-A12",10,6,"BRD-K94979678",41,"CPC019_HEPG2_6H_BRD-K94979678-001-05-7_10_emb","SD-6-035-A12HEPG2106","CPC019_HEPG2_6H:BRD-K94979678-001-05-7:10"
"5176","graphs_weighted/CPC019_HT29_6H_BRD-A00420644-001-01-7_10/graph.csv","CPC019_HT29_6H_BRD-A00420644-001-01-7_10",1,"CCN1c2ccccc2NC2N=C(OC)C(c3ccccc3)C21","HT29","SA-3676",10,6,"BRD-A00420644",23,"CPC019_HT29_6H_BRD-A00420644-001-01-7_10_emb","SA-3676HT29106","CPC019_HT29_6H:BRD-A00420644-001-01-7:10"
"5177","graphs_weighted/CPC019_HT29_6H_BRD-A70311631-001-05-9_10/graph.csv","CPC019_HT29_6H_BRD-A70311631-001-05-9_10",1,"Cc1cc(C)n(CC(=O)NC2CCCc3c2cnn3-c2ccc(C)c(C)c2)n1","HT29","BRD-A70311631",10,6,"BRD-A70311631",28,"CPC019_HT29_6H_BRD-A70311631-001-05-9_10_emb","BRD-A70311631HT29106","CPC019_HT29_6H:BRD-A70311631-001-05-9:10"
"5178","graphs_weighted/CPC019_HT29_6H_BRD-A94377914-001-02-7_10/graph.csv","CPC019_HT29_6H_BRD-A94377914-001-02-7_10",1,NA,"HT29","merck-ketone",10,6,"BRD-A94377914",NA,"CPC019_HT29_6H_BRD-A94377914-001-02-7_10_emb","merck-ketoneHT29106","CPC019_HT29_6H:BRD-A94377914-001-02-7:10"
"5179","graphs_weighted/CPC019_HT29_6H_BRD-K00007652-001-01-9_10/graph.csv","CPC019_HT29_6H_BRD-K00007652-001-01-9_10",1,"C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(C(=O)Nc3ccccc3N)cc2)Oc2ccc(N(C)C)cc2CC1=O","HT29","BRD-K00007652",10,6,"BRD-K00007652",42,"CPC019_HT29_6H_BRD-K00007652-001-01-9_10_emb","BRD-K00007652HT29106","CPC019_HT29_6H:BRD-K00007652-001-01-9:10"
"5180","graphs_weighted/CPC019_HT29_6H_BRD-K08448573-001-01-3_10/graph.csv","CPC019_HT29_6H_BRD-K08448573-001-01-3_10",1,"COc1ccc([Si](C)(C)[C@@H]2[C@@H](CCO)O[C@]3(C(=O)N(Cc4ccc(N5CCC5=O)cc4)c4ccccc43)[C@H]2C)cc1","HT29","BRD-K08448573",10,6,"BRD-K08448573",41,"CPC019_HT29_6H_BRD-K08448573-001-01-3_10_emb","BRD-K08448573HT29106","CPC019_HT29_6H:BRD-K08448573-001-01-3:10"
"5181","graphs_weighted/CPC019_HT29_6H_BRD-K17953061-001-05-1_10/graph.csv","CPC019_HT29_6H_BRD-K17953061-001-05-1_10",1,"CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4","HT29","staurosporine",10,6,"BRD-K17953061",35,"CPC019_HT29_6H_BRD-K17953061-001-05-1_10_emb","staurosporineHT29106","CPC019_HT29_6H:BRD-K17953061-001-05-1:10"
"5182","graphs_weighted/CPC019_HT29_6H_BRD-K18249495-001-01-8_10/graph.csv","CPC019_HT29_6H_BRD-K18249495-001-01-8_10",1,"C[C@H]1CCCCO[C@@H](CN(C)C(=O)Nc2cccc3ccccc23)[C@@H](C)CN([C@@H](C)CO)C(=O)c2cc(NC(=O)c3ccncc3)ccc2O1","HT29","BRD-K18249495",10,6,"BRD-K18249495",50,"CPC019_HT29_6H_BRD-K18249495-001-01-8_10_emb","BRD-K18249495HT29106","CPC019_HT29_6H:BRD-K18249495-001-01-8:10"
"5183","graphs_weighted/CPC019_HT29_6H_BRD-K23282736-001-01-1_10/graph.csv","CPC019_HT29_6H_BRD-K23282736-001-01-1_10",1,"C[C@H]1CN([C@@H](C)CO)C(=O)c2cc(N(C)C)ccc2O[C@H]1CN(C)Cc1ccc(C(=O)Nc2ccccc2N)cc1","HT29","BRD-K23282736",10,6,"BRD-K23282736",41,"CPC019_HT29_6H_BRD-K23282736-001-01-1_10_emb","BRD-K23282736HT29106","CPC019_HT29_6H:BRD-K23282736-001-01-1:10"
"5184","graphs_weighted/CPC019_HT29_6H_BRD-K31706415-001-01-7_10/graph.csv","CPC019_HT29_6H_BRD-K31706415-001-01-7_10",1,"C=CCN1C(=O)[C@]2(O[C@H](CCn3cc(CCO)nn3)[C@@H]([Si](C)(C)c3ccc(OC)cc3)[C@@H]2C)c2cc(N3C(=O)c4cccc5cccc3c45)ccc21","HT29","BRD-K31706415",10,6,"BRD-K31706415",52,"CPC019_HT29_6H_BRD-K31706415-001-01-7_10_emb","BRD-K31706415HT29106","CPC019_HT29_6H:BRD-K31706415-001-01-7:10"
"5185","graphs_weighted/CPC019_HT29_6H_BRD-K35424586-001-02-4_10/graph.csv","CPC019_HT29_6H_BRD-K35424586-001-02-4_10",1,"C[C@H]1CN([C@@H](C)CO)C(=O)Cc2cc(N(C)C)ccc2O[C@H]1CN(C)Cc1ccc(C(=O)Nc2ccccc2N)cc1","HT29","SA-247714",10,6,"BRD-K35424586",42,"CPC019_HT29_6H_BRD-K35424586-001-02-4_10_emb","SA-247714HT29106","CPC019_HT29_6H:BRD-K35424586-001-02-4:10"
"5186","graphs_weighted/CPC019_HT29_6H_BRD-K50204028-001-01-8_10/graph.csv","CPC019_HT29_6H_BRD-K50204028-001-01-8_10",1,"C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2cccc3ccccc23)OCCCC[C@@H](C)Oc2ccc(NC(=O)c3ccncc3)cc2C1=O","HT29","BRD-K50204028",10,6,"BRD-K50204028",50,"CPC019_HT29_6H_BRD-K50204028-001-01-8_10_emb","BRD-K50204028HT29106","CPC019_HT29_6H:BRD-K50204028-001-01-8:10"
"5187","graphs_weighted/CPC019_HT29_6H_BRD-K50234570-001-06-6_10/graph.csv","CPC019_HT29_6H_BRD-K50234570-001-06-6_10",1,"O=C(Nc1cccc(NC(=O)c2cc([N+](=O)[O-])ccc2Cl)n1)c1cc([N+](=O)[O-])ccc1Cl","HT29","EMF-bca1-16",10,6,"BRD-K50234570",32,"CPC019_HT29_6H_BRD-K50234570-001-06-6_10_emb","EMF-bca1-16HT29106","CPC019_HT29_6H:BRD-K50234570-001-06-6:10"
"5188","graphs_weighted/CPC019_HT29_6H_BRD-K51320264-001-04-8_10/graph.csv","CPC019_HT29_6H_BRD-K51320264-001-04-8_10",1,"CC(C)c1ccc(/C=C/C(=O)NC2=NCCS2)cc1","HT29","BRD-K51320264",10,6,"BRD-K51320264",19,"CPC019_HT29_6H_BRD-K51320264-001-04-8_10_emb","BRD-K51320264HT29106","CPC019_HT29_6H:BRD-K51320264-001-04-8:10"
"5189","graphs_weighted/CPC019_HT29_6H_BRD-K57309821-001-05-8_10/graph.csv","CPC019_HT29_6H_BRD-K57309821-001-05-8_10",1,"COc1ccc2nc3c(cc2c1)c(NC(=O)CC(C)C)nn3CC(C)C","HT29","BRD-K57309821",10,6,"BRD-K57309821",26,"CPC019_HT29_6H_BRD-K57309821-001-05-8_10_emb","BRD-K57309821HT29106","CPC019_HT29_6H:BRD-K57309821-001-05-8:10"
"5190","graphs_weighted/CPC019_HT29_6H_BRD-K67870070-001-01-4_10/graph.csv","CPC019_HT29_6H_BRD-K67870070-001-01-4_10",1,"C[C@@H]1CN([C@H](C)CO)C(=O)Cc2cc(N(C)C)ccc2O[C@@H]1CN(C)Cc1ccc(C(=O)Nc2ccccc2N)cc1","HT29","SA-247615",10,6,"BRD-K67870070",42,"CPC019_HT29_6H_BRD-K67870070-001-01-4_10_emb","SA-247615HT29106","CPC019_HT29_6H:BRD-K67870070-001-01-4:10"
"5191","graphs_weighted/CPC019_HT29_6H_BRD-K91145395-001-02-7_10/graph.csv","CPC019_HT29_6H_BRD-K91145395-001-02-7_10",1,"CC(=O)O[C@@]12C[C@@H](C)[C@@]3(O)[C@@H](C=C(CO)C[C@]4(O)C(=O)C(C)=C[C@H]43)[C@@H]1C2(C)C","HT29","prostratin",10,6,"BRD-K91145395",28,"CPC019_HT29_6H_BRD-K91145395-001-02-7_10_emb","prostratinHT29106","CPC019_HT29_6H:BRD-K91145395-001-02-7:10"
